racer_id,year,period,race_count,first_count,second_count,finalist_count,championship_count,win_rate,place_rate,avg_start_time,course_1_entry_count,course_1_place_rate,course_1_avg_start_time,course_1_avg_start_order,course_1_1st_count,course_1_2nd_count,course_1_3rd_count,course_1_4th_count,course_1_5th_count,course_1_6th_count,course_1_F_count,course_1_L0_count,course_1_L1_count,course_1_K0_count,course_1_K1_count,course_1_S0_count,course_1_S1_count,course_1_S2_count,course_2_entry_count,course_2_place_rate,course_2_avg_start_time,course_2_avg_start_order,course_2_1st_count,course_2_2nd_count,course_2_3rd_count,course_2_4th_count,course_2_5th_count,course_2_6th_count,course_2_F_count,course_2_L0_count,course_2_L1_count,course_2_K0_count,course_2_K1_count,course_2_S0_count,course_2_S1_count,course_2_S2_count,course_3_entry_count,course_3_place_rate,course_3_avg_start_time,course_3_avg_start_order,course_3_1st_count,course_3_2nd_count,course_3_3rd_count,course_3_4th_count,course_3_5th_count,course_3_6th_count,course_3_F_count,course_3_L0_count,course_3_L1_count,course_3_K0_count,course_3_K1_count,course_3_S0_count,course_3_S1_count,course_3_S2_count,course_4_entry_count,course_4_place_rate,course_4_avg_start_time,course_4_avg_start_order,course_4_1st_count,course_4_2nd_count,course_4_3rd_count,course_4_4th_count,course_4_5th_count,course_4_6th_count,course_4_F_count,course_4_L0_count,course_4_L1_count,course_4_K0_count,course_4_K1_count,course_4_S0_count,course_4_S1_count,course_4_S2_count,course_5_entry_count,course_5_place_rate,course_5_avg_start_time,course_5_avg_start_order,course_5_1st_count,course_5_2nd_count,course_5_3rd_count,course_5_4th_count,course_5_5th_count,course_5_6th_count,course_5_F_count,course_5_L0_count,course_5_L1_count,course_5_K0_count,course_5_K1_count,course_5_S0_count,course_5_S1_count,course_5_S2_count,course_6_entry_count,course_6_place_rate,course_6_avg_start_time,course_6_avg_start_order,course_6_1st_count,course_6_2nd_count,course_6_3rd_count,course_6_4th_count,course_6_5th_count,course_6_6th_count,course_6_F_count,course_6_L0_count,course_6_L1_count,course_6_K0_count,course_6_K1_count,course_6_S0_count,course_6_S1_count,course_6_S2_count,no_course_L0_count,no_course_L1_count,no_course_K0_count,no_course_K1_count
3107,2025,1,90,9,8,0,0,4.56,18.8,0.2,15,60.0,0.19,3.9,6,3,2,2,1,1,0,0,0,0,0,0,0,0,16,25.0,0.21,4.4,2,2,7,2,1,2,0,0,0,0,0,0,0,0,14,14.2,0.18,4.3,0,2,1,5,3,3,0,0,0,0,0,0,0,0,16,6.2,0.2,3.6,1,0,6,5,2,2,0,0,0,0,0,0,0,0,16,6.2,0.21,3.8,0,1,1,4,7,3,0,0,0,0,0,0,0,0,13,0.0,0.22,4.5,0,0,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0
3141,2025,1,91,4,10,0,0,3.56,15.3,0.18,17,35.2,0.15,3.2,2,4,2,2,6,1,0,0,0,0,0,0,0,0,18,22.2,0.14,2.8,0,4,3,5,4,2,0,0,0,0,0,0,0,0,17,11.7,0.19,3.8,1,1,2,3,7,3,0,0,0,0,0,1,0,0,9,11.1,0.21,4.7,1,0,0,0,3,5,0,0,0,0,0,2,0,0,19,5.2,0.22,3.9,0,1,4,1,7,6,0,0,0,0,0,0,0,0,11,0.0,0.19,4.5,0,0,0,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0
3156,2025,1,116,10,22,1,0,4.63,27.5,0.17,21,42.8,0.16,3.7,4,5,1,3,3,4,1,0,0,0,0,0,0,0,25,32.0,0.15,2.9,2,6,5,6,4,2,0,0,0,0,0,0,0,0,27,40.7,0.15,3.4,3,8,4,2,7,3,0,0,0,0,0,0,0,0,32,12.5,0.19,3.3,1,3,4,8,9,7,0,0,0,0,0,0,0,0,7,0.0,0.18,3.9,0,0,2,3,2,0,0,0,0,0,0,0,0,0,4,0.0,0.18,3.3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3158,2025,1,151,39,39,5,1,6.36,51.6,0.15,29,89.6,0.14,3.2,22,4,2,1,0,0,0,0,0,0,0,0,0,0,28,57.1,0.15,3.7,8,8,3,4,4,1,0,0,0,0,0,0,0,0,25,56.0,0.14,3.0,4,10,5,4,1,1,0,0,0,0,0,0,0,0,24,50.0,0.16,2.9,2,10,3,4,2,3,0,0,0,0,0,0,0,0,24,33.3,0.16,3.1,2,6,2,5,9,0,0,0,0,0,0,0,0,0,21,9.5,0.17,3.7,1,1,1,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0
3159,2025,1,103,33,26,5,1,7.1,57.2,0.15,34,73.5,0.16,3.2,20,5,4,4,1,0,0,0,0,0,0,0,0,0,68,50.0,0.15,3.1,13,21,14,9,8,2,1,0,0,0,0,1,0,0,1,0.0,0.16,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3161,2025,1,129,17,27,1,0,5.53,34.1,0.17,27,55.5,0.15,3.1,11,4,7,4,1,0,0,0,0,0,0,0,0,0,30,43.3,0.18,3.9,2,11,8,3,4,2,0,0,0,0,0,0,0,0,27,33.3,0.17,3.9,2,7,6,7,2,3,0,0,0,0,0,0,0,0,21,19.0,0.19,4.0,2,2,6,4,2,5,0,0,0,0,0,0,0,0,19,15.7,0.17,4.1,0,3,4,4,4,4,0,0,0,0,0,0,0,0,5,0.0,0.12,3.8,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0
3175,2025,1,97,9,20,0,0,5.09,29.9,0.17,21,52.3,0.16,3.3,5,6,3,3,2,2,0,0,0,0,0,0,0,0,19,42.1,0.15,3.2,3,5,5,3,3,0,0,0,0,0,0,0,0,0,16,12.5,0.21,3.6,0,2,5,3,4,2,0,0,0,0,0,0,0,0,15,33.3,0.16,2.9,1,4,5,1,2,2,0,0,0,0,0,0,0,0,15,20.0,0.18,3.7,0,3,3,4,2,3,0,0,0,0,0,0,0,0,11,0.0,0.22,4.9,0,0,1,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0
3176,2025,1,116,10,15,0,0,4.41,21.5,0.18,17,47.0,0.14,1.6,6,2,4,2,2,1,0,0,0,0,0,0,0,0,23,34.7,0.17,3.5,3,5,4,6,3,1,0,0,0,0,0,0,1,0,20,15.0,0.17,3.6,0,3,4,6,4,3,0,0,0,0,0,0,0,0,19,10.5,0.19,3.9,0,2,6,4,1,6,0,0,0,0,0,0,0,0,22,18.1,0.18,3.8,1,3,3,3,6,6,0,0,0,0,0,0,0,0,15,0.0,0.23,4.7,0,0,0,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0
3188,2025,1,148,24,37,3,0,6.09,41.2,0.16,34,73.5,0.15,3.1,16,9,5,3,0,1,0,0,0,0,0,0,0,0,24,37.5,0.19,3.8,0,9,6,5,4,0,0,0,0,0,0,0,0,0,20,55.0,0.16,3.0,4,7,5,1,2,1,0,0,0,0,0,0,0,0,31,29.0,0.16,3.7,3,6,10,4,2,5,0,0,0,0,0,0,0,1,23,17.3,0.15,3.2,1,3,5,7,5,2,0,0,0,0,0,0,0,0,16,18.7,0.16,3.8,0,3,2,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
3202,2025,1,97,9,22,0,0,4.95,31.9,0.17,19,52.6,0.16,3.0,4,6,4,3,1,1,0,0,0,0,0,0,0,0,16,62.5,0.18,3.3,1,9,1,1,1,3,0,0,0,0,0,0,0,0,14,35.7,0.16,3.6,2,3,4,1,1,3,0,0,0,0,0,0,0,0,15,13.3,0.16,2.9,1,1,2,3,5,3,0,0,0,0,0,1,0,0,15,13.3,0.18,4.1,1,1,3,4,4,2,0,0,0,0,0,0,0,0,18,11.1,0.2,4.0,0,2,3,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0
3207,2025,1,80,3,14,0,0,4.35,21.2,0.17,13,30.7,0.21,4.1,1,3,1,4,2,2,0,0,0,0,0,0,0,0,16,12.5,0.17,3.6,0,2,6,3,2,2,0,0,0,0,0,0,1,0,17,47.0,0.19,3.0,2,6,0,4,3,2,0,0,0,0,0,0,0,0,11,9.0,0.16,2.9,0,1,4,4,1,0,1,0,0,0,0,0,0,0,19,10.5,0.14,2.9,0,2,2,4,6,5,0,0,0,0,0,0,0,0,4,0.0,0.2,4.5,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3211,2025,1,99,5,14,0,0,4.24,19.1,0.17,15,40.0,0.2,4.3,4,2,6,1,1,1,0,0,0,0,0,0,0,0,19,10.5,0.19,3.9,0,2,3,6,4,4,0,0,0,0,0,0,0,0,19,26.3,0.18,3.5,0,5,3,5,4,2,0,0,0,0,0,0,0,0,17,23.5,0.13,2.5,0,4,5,1,3,4,0,0,0,0,0,0,0,0,18,11.1,0.13,3.2,1,1,1,6,5,4,0,0,0,0,0,0,0,0,11,0.0,0.18,3.6,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,1,0
3212,2025,1,79,5,13,0,0,4.28,22.7,0.17,11,54.5,0.14,3.4,3,3,2,1,1,1,0,0,0,0,0,0,0,0,26,23.0,0.17,3.3,1,5,3,3,10,4,0,0,0,0,0,0,0,0,14,7.1,0.17,3.4,0,1,1,7,2,2,1,0,0,0,0,0,0,0,14,7.1,0.19,3.8,0,1,2,4,5,2,0,0,0,0,0,0,0,0,10,30.0,0.13,3.0,0,3,3,0,2,2,0,0,0,0,0,0,0,0,4,25.0,0.29,5.5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3224,2025,1,120,10,24,0,0,4.55,28.3,0.17,16,43.7,0.18,4.5,3,4,1,3,3,2,0,0,0,0,0,0,0,0,21,33.3,0.2,4.0,1,6,4,3,2,5,0,0,0,0,0,0,0,0,21,38.1,0.14,2.7,3,5,5,5,0,3,0,0,0,0,0,0,0,0,24,25.0,0.17,3.6,3,3,2,3,7,6,0,0,0,0,0,0,0,0,24,16.6,0.16,3.1,0,4,3,8,2,7,0,0,0,0,0,0,0,0,14,14.2,0.17,4.1,0,2,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0
3226,2025,1,109,5,21,0,0,4.25,23.8,0.18,18,33.3,0.19,4.6,2,4,5,1,2,3,1,0,0,0,0,0,0,0,21,33.3,0.17,4.0,2,5,0,5,5,4,0,0,0,0,0,0,0,0,20,25.0,0.15,3.6,0,5,5,5,4,1,0,0,0,0,0,0,0,0,19,21.0,0.18,3.4,1,3,4,5,4,2,0,0,0,0,0,0,0,0,18,11.1,0.17,4.1,0,2,0,4,8,4,0,0,0,0,0,0,0,0,13,15.3,0.21,4.5,0,2,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0
3232,2025,1,127,38,28,3,2,6.91,51.9,0.14,31,80.6,0.12,2.3,16,9,3,1,1,1,0,0,0,0,0,0,0,0,21,57.1,0.16,2.9,9,3,4,5,0,0,0,0,0,0,0,0,0,0,21,52.3,0.14,2.0,4,7,5,4,1,0,0,0,0,0,0,0,0,0,22,72.7,0.12,2.4,8,8,3,2,1,0,0,0,0,0,0,0,0,0,19,5.2,0.16,2.7,0,1,5,5,6,2,0,0,0,0,0,0,0,0,13,7.6,0.17,4.0,1,0,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
3233,2025,1,72,7,8,0,0,4.1,20.8,0.16,11,63.6,0.16,2.7,3,4,1,1,1,1,0,0,0,0,0,0,0,0,14,14.2,0.13,2.3,1,1,6,1,4,1,0,0,0,0,0,0,0,0,12,25.0,0.19,3.5,2,1,0,2,1,5,0,0,0,0,0,0,0,1,12,8.3,0.18,3.7,0,1,2,2,4,3,0,0,0,0,0,0,0,0,11,18.1,0.13,3.0,1,1,0,2,3,4,0,0,0,0,0,0,0,0,12,0.0,0.17,2.8,0,0,2,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0
3246,2025,1,94,9,16,0,0,4.27,26.6,0.16,15,66.6,0.16,2.8,6,4,1,2,2,0,0,0,0,0,0,0,0,0,17,35.2,0.18,3.4,1,5,3,2,4,2,0,0,0,0,0,0,0,0,18,16.6,0.15,3.3,1,2,2,5,6,2,0,0,0,0,0,0,0,0,22,18.1,0.15,2.9,0,4,2,3,7,5,0,0,0,0,0,0,0,1,18,11.1,0.15,2.9,1,1,1,0,8,7,0,0,0,0,0,0,0,0,4,0.0,0.2,3.0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
3251,2025,1,149,22,27,2,0,5.8,32.8,0.19,26,69.2,0.18,3.7,13,5,6,1,1,0,0,0,0,0,0,0,0,0,29,44.8,0.2,4.8,4,9,6,8,2,0,0,0,0,0,0,0,0,0,26,19.2,0.18,4.4,3,2,9,3,1,8,0,0,0,0,0,0,0,0,19,21.0,0.18,4.2,1,3,10,1,4,0,0,0,0,0,0,0,0,0,30,23.3,0.2,4.6,1,6,11,5,6,1,0,0,0,0,0,0,0,0,19,10.5,0.21,5.5,0,2,3,5,4,4,0,0,0,0,0,0,1,0,0,0,0,0
3256,2025,1,130,34,33,9,3,6.65,51.5,0.13,25,92.0,0.13,2.8,13,10,1,0,0,1,0,0,0,0,0,0,0,0,23,56.5,0.14,2.9,5,8,3,5,1,1,0,0,0,0,0,0,0,0,25,40.0,0.13,2.6,3,7,3,10,2,0,0,0,0,0,0,0,0,0,26,57.6,0.12,2.4,8,7,5,4,1,1,0,0,0,0,0,0,0,0,17,29.4,0.14,3.1,4,1,4,4,1,3,0,0,0,0,0,0,0,0,14,7.1,0.15,3.1,1,0,3,4,3,3,0,0,0,0,0,1,0,0,0,0,1,0
3257,2025,1,91,27,21,3,0,6.62,52.7,0.12,22,77.2,0.1,1.6,15,2,2,1,1,1,0,0,0,0,0,0,0,0,54,44.4,0.12,2.5,12,12,6,10,8,6,0,0,0,0,0,1,0,0,12,58.3,0.1,2.1,0,7,1,2,0,2,0,0,0,0,0,0,0,0,3,0.0,0.38,4.0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
3265,2025,1,74,16,18,3,0,6.32,45.9,0.14,24,70.8,0.16,3.8,11,6,2,3,1,1,0,0,0,0,0,0,0,0,46,36.9,0.13,2.8,5,12,12,7,6,4,0,0,0,0,0,0,0,0,3,0.0,0.17,4.3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3268,2025,1,48,2,4,0,0,3.69,12.5,0.21,6,50.0,0.17,2.8,1,2,1,0,1,0,1,0,0,0,0,0,0,0,8,25.0,0.18,3.6,0,2,1,2,2,1,0,0,0,0,0,0,0,0,7,0.0,0.2,4.7,0,0,2,0,0,4,1,0,0,0,0,0,0,0,7,14.2,0.19,3.1,1,0,2,2,1,1,0,0,0,0,0,0,0,0,11,0.0,0.22,4.5,0,0,2,3,4,2,0,0,0,0,0,0,0,0,9,0.0,0.26,5.7,0,0,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
3273,2025,1,100,10,9,1,0,3.87,19.0,0.17,14,71.4,0.15,3.3,6,4,0,4,0,0,0,0,0,0,0,0,0,0,16,12.5,0.18,3.8,1,1,3,4,2,5,0,0,0,0,0,0,0,0,14,28.5,0.16,2.8,3,1,3,2,2,2,1,0,0,0,0,0,0,0,18,5.5,0.18,4.3,0,1,2,4,4,7,0,0,0,0,0,0,0,0,18,5.5,0.19,4.2,0,1,1,5,4,7,0,0,0,0,0,0,0,0,19,5.2,0.18,4.6,0,1,2,2,4,10,0,0,0,0,0,0,0,0,0,0,0,1
3277,2025,1,76,11,6,0,0,4.36,22.3,0.19,15,66.6,0.17,3.3,8,2,2,2,0,1,0,0,0,0,0,0,0,0,13,23.0,0.22,4.2,2,1,1,5,4,0,0,0,0,0,0,0,0,0,13,15.3,0.16,2.9,1,1,1,7,0,3,0,0,0,0,0,0,0,0,10,10.0,0.21,4.1,0,1,0,2,5,1,1,0,0,0,0,0,0,0,14,7.1,0.2,3.8,0,1,1,3,3,6,0,0,0,0,0,0,0,0,11,0.0,0.2,4.5,0,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,3,0
3280,2025,1,80,11,10,0,0,4.6,26.2,0.2,15,73.3,0.2,4.6,7,4,2,1,1,0,0,0,0,0,0,0,0,0,13,30.7,0.21,3.7,1,3,3,2,2,2,0,0,0,0,0,0,0,0,15,26.6,0.2,4.3,2,2,1,5,2,3,0,0,0,0,0,0,0,0,10,0.0,0.15,3.1,0,0,3,2,2,2,1,0,0,0,0,0,0,0,16,12.5,0.17,3.4,1,1,2,3,5,4,0,0,0,0,0,0,0,0,11,0.0,0.26,4.3,0,0,0,4,2,5,0,0,0,0,0,1,0,0,0,0,0,0
3282,2025,1,118,6,20,0,0,4.53,22.0,0.18,15,40.0,0.15,3.5,3,3,2,4,2,1,0,0,0,0,0,0,0,0,27,33.3,0.19,4.0,1,8,5,3,9,1,0,0,0,0,0,0,0,0,21,28.5,0.18,3.1,2,4,4,5,4,2,0,0,0,0,0,0,0,0,23,13.0,0.16,3.7,0,3,5,7,8,0,0,0,0,0,0,0,0,0,22,9.0,0.17,3.4,0,2,6,3,5,5,0,0,0,0,0,0,0,1,10,0.0,0.24,4.9,0,0,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0
3284,2025,1,137,18,26,1,0,5.24,32.1,0.17,23,69.5,0.16,2.5,10,6,2,2,2,1,0,0,0,0,0,0,0,0,22,27.2,0.2,4.0,2,4,4,3,4,5,0,0,0,0,0,0,0,0,23,52.1,0.17,3.5,4,8,6,2,2,1,0,0,0,0,0,1,0,0,25,20.0,0.18,4.0,2,3,3,9,5,3,0,0,0,0,0,0,0,0,33,12.1,0.15,3.2,0,4,7,8,13,1,0,0,0,0,0,0,0,0,11,9.0,0.15,3.8,0,1,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0
3286,2025,1,95,12,10,0,0,4.58,23.1,0.15,14,78.5,0.15,1.7,10,1,1,1,0,0,0,0,0,0,0,0,0,1,17,29.4,0.13,3.0,1,4,4,2,3,3,0,0,0,0,0,0,0,0,19,5.2,0.14,2.6,0,1,8,7,3,0,0,0,0,0,0,0,0,0,19,26.3,0.13,2.9,1,4,2,3,4,4,1,0,0,0,0,0,0,0,13,0.0,0.17,3.4,0,0,0,4,4,5,0,0,0,0,0,0,0,0,13,0.0,0.18,3.8,0,0,2,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0
3289,2025,1,37,3,2,0,0,3.68,13.5,0.2,6,33.3,0.18,3.2,1,1,0,2,1,0,1,0,0,0,0,0,0,0,6,16.6,0.19,4.3,0,1,1,1,2,1,0,0,0,0,0,0,0,0,7,0.0,0.2,3.0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,6,16.6,0.23,4.0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,5,0.0,0.17,3.4,0,0,2,1,2,0,0,0,0,0,0,0,0,0,7,14.2,0.2,5.1,1,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0
